Degree,Major,CGPA,Employed,Experience,Skills,Certifications,IndustryPreference,Job Role Simplified,Job Role
MBA,Finance,6.42,no,5,"Excel, Financial Modeling, Risk Analysis",Six Sigma,Finance,Investment Analyst,Data Analyst
M.Tech,Physics,6.73,no,4,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Manufacturing,Lecturer,Academia
MBA,Physics,8.64,yes,3,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Manufacturing,Business Analyst,Data Analyst
MBA,Computer Science,8.77,yes,7,"Python, Machine Learning, TensorFlow, SQL",AWS Certified,Finance,Data Scientist,Data Scientist
MBA,Computer Science,6.08,yes,7,"Python, Machine Learning, TensorFlow, SQL",Six Sigma,Education,Data Analyst,Data Analyst
MBA,Statistics,9.62,yes,4,"Python, SQL, Data Visualization, Tableau",Six Sigma,Education,Business Analyst,Data Analyst
M.Tech,Mechanical,7.246089496,yes,2,"MATLAB, Thermodynamics, AutoCAD",PMP,Research,Design Engineer,Software Engineer
B.Tech,Physics,9.62,yes,4,"Matlab, Statistics, Simulations, C++",PMP,Education,Research Scientist,Data Scientist
B.Tech,Electrical,6.044582842,yes,11,"MATLAB, VHDL, C",PMP,Manufacturing,Hardware Engineer,Software Engineer
MBA,Statistics,9.31,yes,6,"Python, SQL, Data Visualization, Tableau",AWS Certified,Manufacturing,Business Analyst,Data Analyst
M.Tech,Physics,10,yes,6,"Matlab, Statistics, Simulations, C++",Six Sigma,IT,Research Scientist,Data Scientist
B.Tech,Mechanical,8.42447597,yes,2,"SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Manufacturing,Design Engineer,Software Engineer
M.Tech,Mechanical,5.291262708,no,12,"Thermodynamics, SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Research,Design Engineer,Software Engineer
MBA,Physics,6.39,yes,5,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Finance,Business Analyst,Data Analyst
B.Tech,Computer Science,6.636509542,yes,0,"Machine Learning, Python, Java",Data Science Certificate,Manufacturing,Data Analyst,Data Analyst
B.Tech,Mechanical,7.665545821,no,11,"Thermodynamics, MATLAB",PMP,Manufacturing,Mechanical Engineer,Mechanical Engineer
MBA,Physics,6.59,yes,6,"Matlab, Statistics, Simulations, C++",Six Sigma,Education,Business Analyst,Data Analyst
MBA,Physics,7.38,yes,6,"Matlab, Statistics, Simulations, C++",Data Science Certificate,IT,Business Analyst,Data Analyst
B.Tech,Electrical,9.807287023,yes,8,"VHDL, Circuit Design, Embedded Systems, C",AWS Certified,Finance,Embedded Systems Engineer,Software Engineer
M.Tech,Computer Science,8.506281892,yes,10,"Java, SQL, Machine Learning, Python, C++",Six Sigma,Research,Data Scientist,Data Scientist
B.Tech,Computer Science,6.319447892,yes,0,"Machine Learning, Python, Java",Data Science Certificate,Manufacturing,Data Analyst,Data Analyst
MBA,Economics,8.410020262,yes,12,"R, Data Analysis",Data Science Certificate,IT,Financial Analyst,Data Analyst
MBA,Physics,7.32,no,5,"Matlab, Statistics, Simulations, C++",Six Sigma,Education,Business Analyst,Data Analyst
MBA,Economics,6.068234784,yes,11,"Statistics, R",Six Sigma,Education,Financial Analyst,Data Analyst
B.Tech,Mechanical,7.214494325,no,8,"Thermodynamics, MATLAB",PMP,Manufacturing,Mechanical Engineer,Mechanical Engineer
M.Tech,Computer Science,9.878051347,yes,10,"Java, Machine Learning, Python, C++",Six Sigma,IT,Data Scientist,Data Scientist
MBA,Management,8.83,yes,5,"Excel, SQL, Business Intelligence, PowerBI",PMP,Education,Project Manager,Project Manager
M.Tech,Computer Science,9.52,no,3,"Java, Python, SQL, React, Node.js",AWS Certified,Manufacturing,Software Engineer,Software Engineer
MBA,Statistics,9.48,yes,5,"Python, SQL, Data Visualization, Tableau",AWS Certified,Manufacturing,Business Analyst,Data Analyst
MBA,Management,7.73,yes,3,"Excel, SQL, Business Intelligence, PowerBI",PMP,Manufacturing,Project Manager,Project Manager
M.Tech,Computer Science,9.287200334,no,13,"SQL, Machine Learning, Python, C++, Java",PMP,Manufacturing,Data Scientist,Data Scientist
B.Tech,Civil Engineering,9.53,yes,5,"AutoCAD, STAAD Pro, Construction Management",AWS Certified,Finance,Civil Engineer,Civil Engineer
MBA,Finance,6.652066258,no,12,"Accounting, SQL, Risk Analysis",Six Sigma,Finance,Investment Analyst,Data Analyst
MBA,Computer Science,7.13,yes,5,"Python, Machine Learning, TensorFlow, SQL",AWS Certified,IT,Data Analyst,Data Analyst
MBA,Computer Science,7.01,yes,3,"Python, Machine Learning, TensorFlow, SQL",Six Sigma,IT,Data Analyst,Data Analyst
MBA,Finance,6,no,5,"Excel, Financial Modeling, Risk Analysis",Six Sigma,Manufacturing,Investment Analyst,Data Analyst
M.Tech,Mechanical,6.184086292,yes,9,"MATLAB, Thermodynamics",Six Sigma,Manufacturing,Mechanical Engineer,Mechanical Engineer
MBA,Physics,9.62,yes,7,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Research,Business Analyst,Data Analyst
MBA,Computer Science,10,yes,5,"Python, Machine Learning, TensorFlow, SQL",PMP,Education,Data Scientist,Data Scientist
MBA,Computer Science,7.72,yes,6,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,IT,Data Scientist,Data Scientist
M.Tech,Mechanical,7.287025486,yes,2,"AutoCAD, Thermodynamics",Six Sigma,IT,Design Engineer,Software Engineer
M.Tech,Computer Science,6.768257207,yes,8,"SQL, Java, C++",Six Sigma,Manufacturing,Software Engineer,Software Engineer
MBA,Economics,6.656597933,no,10,"Data Analysis, Econometrics, Statistics",Six Sigma,Finance,Financial Analyst,Data Analyst
MBA,Physics,8.69,no,5,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Research,Business Analyst,Data Analyst
MBA,Finance,7.365679358,no,2,"Excel, Risk Analysis, Accounting, Financial Modeling, SQL",Six Sigma,Education,Investment Analyst,Data Analyst
B.Tech,Computer Science,9.95,yes,5,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,IT,Data Scientist,Data Scientist
B.Tech,Mechanical,8.624860155,no,8,"Thermodynamics, AutoCAD, SolidWorks",PMP,Research,Design Engineer,Software Engineer
MBA,Physics,5.98,yes,6,"Matlab, Statistics, Simulations, C++",Six Sigma,Education,Business Analyst,Data Analyst
MBA,Finance,9.608322101,yes,2,"Accounting, Risk Analysis, Excel, SQL, Financial Modeling",PMP,Research,Investment Analyst,Data Analyst
B.Tech,Electrical,5.304952678,no,10,"Embedded Systems, MATLAB",Six Sigma,Finance,Embedded Systems Engineer,Software Engineer
MBA,Computer Science,9.19,yes,7,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Research,Data Scientist,Data Scientist
B.Tech,Electrical,5.763230443,no,0,"Embedded Systems, C",AWS Certified,IT,Embedded Systems Engineer,Software Engineer
B.Tech,Computer Science,9.64,yes,4,"Java, Python, SQL, React, Node.js",PMP,Finance,Software Engineer,Software Engineer
MBA,Economics,7.158000226,no,2,"Statistics, Econometrics, Data Analysis, Python",PMP,Finance,Financial Analyst,Data Analyst
B.Tech,Electrical,8.21,no,6,"MATLAB, Power Systems, Control Systems",PMP,Manufacturing,Hardware Engineer,Software Engineer
M.Tech,Computer Science,9.654762719,no,12,"SQL, Machine Learning, Python, C++, Java",PMP,Manufacturing,Data Scientist,Data Scientist
MBA,Economics,9.859953581,yes,8,"Econometrics, R, Statistics, Python",Data Science Certificate,Research,Financial Analyst,Data Analyst
M.Tech,Computer Science,9.752432607,no,11,"SQL, Machine Learning, Python, C++, Java",PMP,Manufacturing,Data Scientist,Data Scientist
M.Tech,Physics,5.81,no,7,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Finance,Lecturer,Academia
M.Tech,Mechanical,9.56,no,3,"SolidWorks, Thermodynamics, MATLAB",AWS Certified,Manufacturing,Design Engineer,Software Engineer
MBA,Finance,7.327607662,yes,2,"Risk Analysis, Accounting, SQL",PMP,Manufacturing,Investment Analyst,Data Analyst
M.Tech,Electronics,6.86,no,7,"Verilog, Embedded C, VHDL, Microcontrollers",AWS Certified,Manufacturing,Hardware Engineer,Software Engineer
B.Tech,Mechanical,7.933933143,yes,13,"MATLAB, Thermodynamics",Data Science Certificate,Manufacturing,Mechanical Engineer,Mechanical Engineer
MBA,Management,9.34,yes,3,"Excel, SQL, Business Intelligence, PowerBI",PMP,Education,Project Manager,Project Manager
B.Tech,Computer Science,5.64,yes,6,"Java, Python, SQL, React, Node.js",PMP,Finance,Software Engineer,Software Engineer
B.Tech,Computer Science,6.571184046,no,9,"C++, Java, SQL, Python, Machine Learning",Data Science Certificate,Research,Data Analyst,Data Analyst
MBA,Economics,9.358729229,yes,1,"Data Analysis, Python, Statistics, Econometrics",Data Science Certificate,IT,Financial Analyst,Data Analyst
B.Tech,Electrical,5.631299519,yes,10,"MATLAB, VHDL, C",PMP,Manufacturing,Hardware Engineer,Software Engineer
B.Tech,Mechanical,8.808622473,yes,11,"MATLAB, Thermodynamics",Data Science Certificate,Manufacturing,Mechanical Engineer,Mechanical Engineer
B.Tech,Computer Science,5.681029204,no,2,"Machine Learning, C++, Python, SQL",Data Science Certificate,IT,Data Analyst,Data Analyst
B.Tech,Mechanical,7.730219428,yes,2,"Thermodynamics, MATLAB, AutoCAD, SolidWorks",Six Sigma,Manufacturing,Design Engineer,Software Engineer
MBA,Management,9.83,yes,5,"Excel, SQL, Business Intelligence, PowerBI",AWS Certified,Manufacturing,Business Analyst,Data Analyst
M.Tech,Computer Science,8.21,yes,4,"Python, Machine Learning, TensorFlow, SQL",AWS Certified,IT,Data Scientist,Data Scientist
MBA,Computer Science,9.09,no,6,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Research,Data Scientist,Data Scientist
B.Tech,Electrical,8.56,no,4,"MATLAB, Power Systems, Control Systems",AWS Certified,Education,Hardware Engineer,Software Engineer
MBA,Finance,5.374651945,yes,11,"Financial Modeling, Accounting, Risk Analysis",AWS Certified,Research,Investment Analyst,Data Analyst
B.Tech,Computer Science,5.58,no,4,"Python, Machine Learning, TensorFlow, SQL",AWS Certified,Education,Data Analyst,Data Analyst
MBA,Finance,6.521808324,no,11,"Accounting, SQL, Risk Analysis",Six Sigma,Finance,Investment Analyst,Data Analyst
B.Tech,Electrical,8.233702925,no,2,"C, Embedded Systems, Circuit Design",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
MBA,Economics,9.170510444,no,2,"Python, Data Analysis, Econometrics, Statistics, R",AWS Certified,Research,Financial Analyst,Data Analyst
MBA,Finance,9.128293007,yes,2,"Accounting, Risk Analysis, Excel, SQL, Financial Modeling",PMP,Research,Investment Analyst,Data Analyst
M.Tech,Computer Science,5.513196536,no,9,"SQL, Python, C++, Java, Machine Learning",PMP,Education,Data Analyst,Data Analyst
M.Tech,Mechanical,7.310284709,no,0,"Thermodynamics, MATLAB",AWS Certified,Research,Mechanical Engineer,Mechanical Engineer
B.Tech,Physics,7.69,no,6,"Matlab, Statistics, Simulations, C++",Six Sigma,Finance,Research Scientist,Data Scientist
B.Tech,Computer Science,7.63,yes,6,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Research,Data Scientist,Data Scientist
B.Tech,Physics,7.22,yes,7,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Research,Lecturer,Academia
B.Tech,Computer Science,5.07,no,3,"Java, Python, SQL, React, Node.js",AWS Certified,IT,Software Engineer,Software Engineer
B.Tech,Electrical,8.2671259,no,8,"C, VHDL",Data Science Certificate,Finance,Hardware Engineer,Software Engineer
MBA,Finance,6.14691272,no,0,"Accounting, Financial Modeling",PMP,IT,Financial Analyst,Data Analyst
B.Tech,Physics,10,yes,4,"Matlab, Statistics, Simulations, C++",PMP,Education,Research Scientist,Data Scientist
MBA,Economics,9.736874779,yes,2,"Data Analysis, Python, Statistics, Econometrics",Data Science Certificate,IT,Financial Analyst,Data Analyst
MBA,Economics,7.825320127,yes,8,"R, Data Analysis",Data Science Certificate,IT,Financial Analyst,Data Analyst
MBA,Statistics,7.58,yes,4,"Python, SQL, Data Visualization, Tableau",PMP,Manufacturing,Project Manager,Project Manager
M.Tech,Computer Science,9.348747218,yes,8,"Java, Machine Learning, Python, C++",Six Sigma,IT,Data Scientist,Data Scientist
B.Tech,Computer Science,8.22,no,6,"Java, Python, SQL, React, Node.js",PMP,Manufacturing,Software Engineer,Software Engineer
B.Tech,Physics,5.05,no,5,"Matlab, Statistics, Simulations, C++",AWS Certified,Education,Lecturer,Academia
M.Tech,Computer Science,5.450036155,no,11,"Python, C++, SQL",Data Science Certificate,IT,Software Engineer,Software Engineer
MBA,Finance,6.509172332,no,10,"Accounting, SQL, Risk Analysis",Six Sigma,Finance,Investment Analyst,Data Analyst
M.Tech,Computer Science,5.989768769,no,11,"Python, C++, SQL",Data Science Certificate,IT,Software Engineer,Software Engineer
MBA,Finance,8.725997237,yes,0,"Accounting, Financial Modeling, Excel",Data Science Certificate,Manufacturing,Financial Analyst,Data Analyst
MBA,Computer Science,6.08,no,7,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Finance,Data Analyst,Data Analyst
B.Tech,Electronics,5.65,yes,7,"Verilog, Embedded C, VHDL, Microcontrollers",Six Sigma,Manufacturing,Hardware Engineer,Software Engineer
M.Tech,Mechanical,6.152326785,yes,9,"MATLAB, Thermodynamics",Six Sigma,Manufacturing,Mechanical Engineer,Mechanical Engineer
M.Tech,Computer Science,5,no,7,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Finance,Data Analyst,Data Analyst
MBA,Economics,6.489318396,no,8,"Data Analysis, R, Econometrics, Python, Statistics",PMP,IT,Financial Analyst,Data Analyst
MBA,Finance,9.017499638,yes,2,"Financial Modeling, Excel, Accounting, Risk Analysis, SQL",Six Sigma,Education,Investment Analyst,Data Analyst
B.Tech,Computer Science,5.1,yes,6,"Python, Machine Learning, TensorFlow, SQL",PMP,IT,Data Analyst,Data Analyst
M.Tech,Mechanical,6.793763993,yes,11,"MATLAB, SolidWorks, Thermodynamics",PMP,Education,Design Engineer,Software Engineer
B.Tech,Computer Science,6.84797118,no,8,"C++, Java, SQL, Python, Machine Learning",Data Science Certificate,Research,Data Analyst,Data Analyst
M.Tech,Computer Science,9.814808704,no,11,"SQL, Machine Learning, Python, C++, Java",PMP,Manufacturing,Data Scientist,Data Scientist
B.Tech,Physics,7.61,yes,4,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Education,Research Scientist,Data Scientist
M.Tech,Computer Science,9.185035266,no,0,"C++, Java",Six Sigma,IT,Software Engineer,Software Engineer
B.Tech,Civil Engineering,6.47,no,6,"AutoCAD, STAAD Pro, Construction Management",PMP,Manufacturing,Civil Engineer,Civil Engineer
MBA,Finance,9.076420118,yes,2,"Financial Modeling, Accounting, Excel, SQL",AWS Certified,Manufacturing,Financial Analyst,Data Analyst
B.Tech,Electrical,6.483366201,yes,8,"MATLAB, VHDL, C",PMP,Manufacturing,Hardware Engineer,Software Engineer
M.Tech,Physics,5.41,no,6,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Finance,Lecturer,Academia
M.Tech,Physics,6.35,yes,6,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Finance,Lecturer,Academia
M.Tech,Electronics,7.06,yes,6,"Verilog, Embedded C, VHDL, Microcontrollers",PMP,Research,Hardware Engineer,Software Engineer
M.Tech,Computer Science,9.057739087,no,0,"C++, Java",Six Sigma,IT,Software Engineer,Software Engineer
B.Tech,Electrical,7.959320965,no,1,"C, Embedded Systems, Circuit Design",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
M.Tech,Mechanical,9.315933503,yes,8,"AutoCAD, MATLAB",AWS Certified,Education,Design Engineer,Software Engineer
MBA,Computer Science,8.13,yes,7,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,IT,Data Scientist,Data Scientist
B.Tech,Computer Science,8.74,yes,6,"Java, Python, SQL, React, Node.js",Six Sigma,Manufacturing,Software Engineer,Software Engineer
B.Tech,Physics,7.97,no,6,"Matlab, Statistics, Simulations, C++",Six Sigma,Finance,Research Scientist,Data Scientist
B.Tech,Mechanical,9.110294379,yes,0,"SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Manufacturing,Design Engineer,Software Engineer
MBA,Economics,6.78529458,yes,1,"Econometrics, R, Python",Data Science Certificate,Finance,Financial Analyst,Data Analyst
M.Tech,Computer Science,9.30810513,no,0,"Java, C++",AWS Certified,Manufacturing,Software Engineer,Software Engineer
MBA,Finance,7.893538213,no,2,"Excel, Risk Analysis, Accounting, Financial Modeling, SQL",Six Sigma,Education,Investment Analyst,Data Analyst
MBA,Computer Science,7.02,yes,6,"Python, Machine Learning, TensorFlow, SQL",PMP,Manufacturing,Data Analyst,Data Analyst
M.Tech,Computer Science,7.929875037,no,0,"Machine Learning, SQL",Six Sigma,Manufacturing,Data Scientist,Data Scientist
B.Tech,Electrical,8.780642261,no,2,"C, Embedded Systems, Circuit Design",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
MBA,Finance,6.56,no,7,"Excel, Financial Modeling, Risk Analysis",Six Sigma,Finance,Investment Analyst,Data Analyst
M.Tech,Computer Science,9.083035209,no,0,"Java, C++",AWS Certified,Manufacturing,Software Engineer,Software Engineer
MBA,Economics,6.706261077,no,9,"Data Analysis, R, Econometrics, Python, Statistics",PMP,IT,Financial Analyst,Data Analyst
M.Tech,Mechanical,9.942853935,no,0,"AutoCAD, MATLAB, SolidWorks",AWS Certified,Finance,Design Engineer,Software Engineer
M.Tech,Electronics,7.2,yes,5,"Verilog, Embedded C, VHDL, Microcontrollers",AWS Certified,Manufacturing,Hardware Engineer,Software Engineer
M.Tech,Physics,5,no,5,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Finance,Lecturer,Academia
MBA,Economics,7.228101142,no,9,"Data Analysis, Econometrics, Statistics",Six Sigma,Finance,Financial Analyst,Data Analyst
B.Tech,Computer Science,6.093968913,yes,0,"Machine Learning, Python, Java",Data Science Certificate,Manufacturing,Data Analyst,Data Analyst
B.Tech,Mechanical,7.920006978,no,11,"Thermodynamics, SolidWorks, AutoCAD",PMP,Finance,Design Engineer,Software Engineer
MBA,Economics,9.437027518,yes,8,"Econometrics, R, Statistics, Python",Data Science Certificate,Research,Financial Analyst,Data Analyst
B.Tech,Mechanical,7.213457325,no,8,"Thermodynamics, SolidWorks, AutoCAD",PMP,Finance,Design Engineer,Software Engineer
MBA,Finance,7.318618635,no,1,"Excel, Risk Analysis, Accounting, Financial Modeling, SQL",Six Sigma,Education,Investment Analyst,Data Analyst
MBA,Computer Science,7.1,no,4,"Python, Machine Learning, TensorFlow, SQL",PMP,Finance,Data Analyst,Data Analyst
B.Tech,Computer Science,9.36,yes,7,"Java, Python, SQL, React, Node.js",Six Sigma,Education,Software Engineer,Software Engineer
B.Tech,Electrical,9.839309192,yes,12,"VHDL, Circuit Design, Embedded Systems, C",AWS Certified,Finance,Embedded Systems Engineer,Software Engineer
