Degree,Major,CGPA,Employed,Experience,Skills,Certifications,IndustryPreference,Job Role Simplified,Job Role
M.Tech,Computer Science,6.747058978458665,yes,10,"SQL, Java, C++",Six Sigma,Manufacturing,Software Engineer,Software Engineer
MBA,Economics,7.692059364379248,yes,11,"R, Data Analysis",Data Science Certificate,IT,Financial Analyst,Data Analyst
MBA,Physics,6.07,no,4,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Finance,Business Analyst,Data Analyst
M.Tech,Computer Science,6.53791562346728,yes,13,"SQL, Java, C++",Six Sigma,Manufacturing,Software Engineer,Software Engineer
B.Tech,Electrical,6.126496739329823,yes,8,"MATLAB, VHDL, C",PMP,Manufacturing,Hardware Engineer,Software Engineer
B.Tech,Electrical,5.52,yes,6,"MATLAB, Power Systems, Control Systems",PMP,Finance,Hardware Engineer,Software Engineer
B.Tech,Computer Science,7.861109542964475,no,8,"C++, Python, SQL",Six Sigma,Finance,Software Engineer,Software Engineer
MBA,Finance,6.463034141518265,no,8,"SQL, Financial Modeling, Accounting, Risk Analysis, Excel",Six Sigma,Finance,Investment Analyst,Data Analyst
B.Tech,Electrical,9.57964495552016,yes,2,"VHDL, MATLAB, C",Six Sigma,IT,Hardware Engineer,Software Engineer
B.Tech,Mechanical,8.645739246262567,yes,0,"SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Manufacturing,Design Engineer,Software Engineer
B.Tech,Electrical,9.083944960328775,yes,8,"VHDL, Circuit Design",Six Sigma,Education,Hardware Engineer,Software Engineer
M.Tech,Mechanical,6.333362559594318,yes,1,"AutoCAD, MATLAB",Data Science Certificate,IT,Design Engineer,Software Engineer
MBA,Economics,5.090253788123354,no,9,"Statistics, Econometrics, R",Data Science Certificate,Research,Financial Analyst,Data Analyst
M.Tech,Mechanical,7.727926687834893,no,0,"Thermodynamics, MATLAB",AWS Certified,Research,Mechanical Engineer,Mechanical Engineer
B.Tech,Civil Engineering,8.18,yes,5,"AutoCAD, STAAD Pro, Construction Management",Six Sigma,Manufacturing,Civil Engineer,Civil Engineer
B.Tech,Computer Science,7.823685260950042,no,9,"Java, SQL, Python",Six Sigma,Finance,Software Engineer,Software Engineer
MBA,Finance,6.1979411628474965,no,10,"Accounting, SQL, Risk Analysis",Six Sigma,Finance,Investment Analyst,Data Analyst
MBA,Economics,6.4814983406532445,yes,2,"Python, Econometrics, R, Data Analysis",PMP,Manufacturing,Financial Analyst,Data Analyst
B.Tech,Physics,6.66,yes,3,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Manufacturing,Lecturer,Academia
B.Tech,Computer Science,6.613746800947647,yes,1,"Machine Learning, Python, Java",Data Science Certificate,Manufacturing,Data Analyst,Data Analyst
MBA,Economics,9.1693588802148,yes,0,"R, Data Analysis",PMP,Education,Financial Analyst,Data Analyst
M.Tech,Mechanical,7.249933071023332,yes,9,"MATLAB, SolidWorks, Thermodynamics",PMP,Education,Design Engineer,Software Engineer
B.Tech,Computer Science,5.0,yes,7,"Java, Python, SQL, React, Node.js",PMP,Finance,Software Engineer,Software Engineer
B.Tech,Computer Science,8.51,yes,3,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Manufacturing,Data Scientist,Data Scientist
M.Tech,Computer Science,8.31,yes,4,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Research,Data Scientist,Data Scientist
B.Tech,Mechanical,7.464884656421232,no,10,"Thermodynamics, SolidWorks, AutoCAD",PMP,Finance,Design Engineer,Software Engineer
M.Tech,Electrical,8.57,yes,4,"MATLAB, Power Systems, Control Systems",AWS Certified,Finance,Hardware Engineer,Software Engineer
MBA,Finance,6.732632826657305,no,11,"Financial Modeling, Excel, Risk Analysis",Six Sigma,Manufacturing,Investment Analyst,Data Analyst
B.Tech,Electrical,8.706318511500042,no,10,"Embedded Systems, C, Circuit Design, MATLAB",Data Science Certificate,Finance,Embedded Systems Engineer,Software Engineer
M.Tech,Civil Engineering,9.56,no,3,"AutoCAD, STAAD Pro, Construction Management",AWS Certified,Finance,Civil Engineer,Civil Engineer
M.Tech,Computer Science,8.68,yes,5,"Python, Machine Learning, TensorFlow, SQL",PMP,Finance,Data Scientist,Data Scientist
M.Tech,Computer Science,9.425854608646524,no,2,"C++, Java",Six Sigma,IT,Software Engineer,Software Engineer
MBA,Economics,8.741614472745361,yes,1,"R, Data Analysis",PMP,Education,Financial Analyst,Data Analyst
B.Tech,Mechanical,5.0,no,8,"SolidWorks, AutoCAD, Thermodynamics",Six Sigma,Manufacturing,Design Engineer,Software Engineer
M.Tech,Computer Science,5.953735461058988,no,13,"Java, Python",Six Sigma,Education,Software Engineer,Software Engineer
MBA,Economics,6.2650233902451165,no,10,"Econometrics, Python, Data Analysis",Six Sigma,Finance,Financial Analyst,Data Analyst
M.Tech,Computer Science,6.566357546696802,yes,11,"SQL, Java, C++",Six Sigma,Manufacturing,Software Engineer,Software Engineer
MBA,Finance,9.36385704370224,yes,8,"Excel, Risk Analysis",PMP,Manufacturing,Investment Analyst,Data Analyst
B.Tech,Electrical,7.943504949219325,no,2,"C, Embedded Systems, Circuit Design",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
B.Tech,Mechanical,8.51,no,7,"SolidWorks, Thermodynamics, MATLAB",PMP,Research,Design Engineer,Software Engineer
MBA,Finance,6.6774116567650665,no,9,"Financial Modeling, Excel, Risk Analysis",Six Sigma,Manufacturing,Investment Analyst,Data Analyst
M.Tech,Computer Science,9.874120513793098,no,12,"SQL, Machine Learning, Python, C++, Java",PMP,Manufacturing,Data Scientist,Data Scientist
B.Tech,Computer Science,8.23,no,6,"Python, Machine Learning, TensorFlow, SQL",Six Sigma,Finance,Data Scientist,Data Scientist
B.Tech,Electrical,7.127262118342641,no,0,"Embedded Systems, VHDL, Circuit Design, C",AWS Certified,IT,Embedded Systems Engineer,Software Engineer
MBA,Computer Science,6.73,no,6,"Python, Machine Learning, TensorFlow, SQL",Six Sigma,Education,Data Analyst,Data Analyst
MBA,Computer Science,8.55,no,4,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Research,Data Scientist,Data Scientist
MBA,Economics,9.091917254369426,yes,2,"Data Analysis, Python, Statistics, Econometrics",Data Science Certificate,IT,Financial Analyst,Data Analyst
M.Tech,Computer Science,9.4543166520775,no,0,"C++, Machine Learning, Java, Python, SQL",Six Sigma,IT,Data Scientist,Data Scientist
B.Tech,Computer Science,5.92,no,7,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,IT,Data Analyst,Data Analyst
M.Tech,Mechanical,6.750250986078593,yes,10,"MATLAB, Thermodynamics",Six Sigma,Manufacturing,Mechanical Engineer,Mechanical Engineer
M.Tech,Physics,7.73,yes,5,"Matlab, Statistics, Simulations, C++",AWS Certified,IT,Research Scientist,Data Scientist
M.Tech,Computer Science,6.284461952700469,no,13,"Java, Python",Six Sigma,Education,Software Engineer,Software Engineer
MBA,Finance,7.34433364162542,no,9,"Financial Modeling, Excel, Risk Analysis",Six Sigma,Manufacturing,Investment Analyst,Data Analyst
B.Tech,Electrical,8.889904244259276,no,2,"MATLAB, VHDL, C, Circuit Design, Embedded Systems",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
M.Tech,Mechanical,7.364092989443105,no,0,"Thermodynamics, MATLAB",AWS Certified,Research,Mechanical Engineer,Mechanical Engineer
B.Tech,Computer Science,7.401112543858767,no,9,"C++, Python, SQL",Six Sigma,Finance,Software Engineer,Software Engineer
M.Tech,Electrical,7.41,yes,5,"MATLAB, Power Systems, Control Systems",AWS Certified,Manufacturing,Hardware Engineer,Software Engineer
B.Tech,Computer Science,7.982863460581772,no,9,"Java, SQL, Python",Six Sigma,Finance,Software Engineer,Software Engineer
B.Tech,Computer Science,5.86,no,6,"Java, Python, SQL, React, Node.js",Six Sigma,Finance,Software Engineer,Software Engineer
B.Tech,Electrical,7.112793582571067,no,0,"Embedded Systems, VHDL, Circuit Design, C",AWS Certified,IT,Embedded Systems Engineer,Software Engineer
B.Tech,Electrical,6.692574562938482,no,2,"Embedded Systems, VHDL, Circuit Design, C",AWS Certified,IT,Embedded Systems Engineer,Software Engineer
B.Tech,Electrical,5.98,no,4,"MATLAB, Power Systems, Control Systems",PMP,Manufacturing,Hardware Engineer,Software Engineer
M.Tech,Computer Science,10.0,yes,2,"C++, Machine Learning, SQL, Java",Data Science Certificate,Manufacturing,Data Scientist,Data Scientist
B.Tech,Electrical,5.026557743139423,no,8,"VHDL, Embedded Systems, Circuit Design",Data Science Certificate,IT,Embedded Systems Engineer,Software Engineer
B.Tech,Civil Engineering,7.97,yes,7,"AutoCAD, STAAD Pro, Construction Management",Six Sigma,Manufacturing,Civil Engineer,Civil Engineer
B.Tech,Computer Science,6.284774692917678,yes,0,"Machine Learning, Python, Java",Data Science Certificate,Manufacturing,Data Analyst,Data Analyst
MBA,Finance,6.917155184752724,no,0,"Accounting, Financial Modeling",PMP,IT,Financial Analyst,Data Analyst
M.Tech,Computer Science,8.990479823925298,no,11,"Machine Learning, Java, Python",AWS Certified,IT,Data Scientist,Data Scientist
B.Tech,Electrical,8.00277753154736,no,11,"C, VHDL",Data Science Certificate,Finance,Hardware Engineer,Software Engineer
MBA,Finance,6.244708155445636,no,2,"Accounting, Financial Modeling",PMP,IT,Financial Analyst,Data Analyst
M.Tech,Computer Science,9.25,yes,4,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Research,Data Scientist,Data Scientist
MBA,Computer Science,6.75,yes,6,"Python, Machine Learning, TensorFlow, SQL",PMP,Manufacturing,Data Analyst,Data Analyst
MBA,Physics,6.6,no,5,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Finance,Business Analyst,Data Analyst
MBA,Finance,10.0,yes,0,"Accounting, Risk Analysis, Excel, SQL, Financial Modeling",PMP,Research,Investment Analyst,Data Analyst
M.Tech,Computer Science,9.967994241464435,no,12,"SQL, Machine Learning, Python, C++, Java",PMP,Manufacturing,Data Scientist,Data Scientist
M.Tech,Civil Engineering,8.62,yes,3,"AutoCAD, STAAD Pro, Construction Management",AWS Certified,Finance,Civil Engineer,Civil Engineer
MBA,Finance,6.108724590720325,no,9,"Accounting, SQL, Excel, Financial Modeling, Risk Analysis",AWS Certified,IT,Investment Analyst,Data Analyst
MBA,Computer Science,6.66,yes,4,"Python, Machine Learning, TensorFlow, SQL",PMP,Manufacturing,Data Analyst,Data Analyst
B.Tech,Electrical,8.823051855558237,yes,1,"Circuit Design, C, Embedded Systems",PMP,IT,Embedded Systems Engineer,Software Engineer
B.Tech,Electrical,5.132471382372506,yes,10,"Circuit Design, Embedded Systems, VHDL, C",PMP,Finance,Embedded Systems Engineer,Software Engineer
B.Tech,Computer Science,5.854516791347569,no,2,"Machine Learning, C++, Python, SQL",Data Science Certificate,IT,Data Analyst,Data Analyst
M.Tech,Civil Engineering,6.54,yes,5,"AutoCAD, STAAD Pro, Construction Management",Six Sigma,IT,Civil Engineer,Civil Engineer
B.Tech,Electronics,8.06,yes,6,"Verilog, Embedded C, VHDL, Microcontrollers",Six Sigma,Manufacturing,Hardware Engineer,Software Engineer
B.Tech,Mechanical,8.01278019048603,no,10,"Thermodynamics, AutoCAD, SolidWorks",PMP,Research,Design Engineer,Software Engineer
MBA,Finance,9.300378579008155,yes,0,"Accounting, Financial Modeling, Excel",Data Science Certificate,Manufacturing,Financial Analyst,Data Analyst
MBA,Finance,9.583855317437472,yes,2,"Financial Modeling, Accounting, Excel, SQL",AWS Certified,Manufacturing,Financial Analyst,Data Analyst
B.Tech,Computer Science,9.94,yes,3,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,IT,Data Scientist,Data Scientist
B.Tech,Electrical,9.271271985447203,yes,8,"Circuit Design, VHDL, Embedded Systems, C",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
B.Tech,Computer Science,7.35,yes,5,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Research,Data Analyst,Data Analyst
MBA,Physics,8.32,no,4,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Research,Business Analyst,Data Analyst
MBA,Finance,9.543630816892366,yes,0,"Accounting, Financial Modeling, Excel",Data Science Certificate,Manufacturing,Financial Analyst,Data Analyst
M.Tech,Mechanical,9.16331981727976,no,0,"AutoCAD, MATLAB, SolidWorks",AWS Certified,Finance,Design Engineer,Software Engineer
B.Tech,Electrical,5.033265321951198,no,1,"Embedded Systems, C",AWS Certified,IT,Embedded Systems Engineer,Software Engineer
M.Tech,Computer Science,9.04,yes,5,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Research,Data Scientist,Data Scientist
MBA,Finance,9.41,yes,3,"Excel, Financial Modeling, Risk Analysis",PMP,Research,Investment Analyst,Data Analyst
B.Tech,Computer Science,5.0,yes,8,"SQL, Machine Learning, C++, Java",PMP,IT,Data Analyst,Data Analyst
B.Tech,Physics,10.0,yes,5,"Matlab, Statistics, Simulations, C++",PMP,Education,Research Scientist,Data Scientist
B.Tech,Mechanical,7.837950419913657,no,11,"Thermodynamics, MATLAB",PMP,Manufacturing,Mechanical Engineer,Mechanical Engineer
M.Tech,Mechanical,6.372758068322866,yes,8,"MATLAB, Thermodynamics",Six Sigma,Manufacturing,Mechanical Engineer,Mechanical Engineer
B.Tech,Electrical,9.750644889880284,yes,12,"VHDL, Circuit Design, Embedded Systems, C",AWS Certified,Finance,Embedded Systems Engineer,Software Engineer
M.Tech,Computer Science,6.65,yes,5,"Java, Python, SQL, React, Node.js",Six Sigma,IT,Software Engineer,Software Engineer
M.Tech,Physics,8.22,yes,7,"Matlab, Statistics, Simulations, C++",AWS Certified,IT,Research Scientist,Data Scientist
M.Tech,Mechanical,9.075819358731373,yes,9,"AutoCAD, MATLAB",AWS Certified,Education,Design Engineer,Software Engineer
MBA,Finance,9.44269528535901,yes,0,"Accounting, Financial Modeling, Excel",Data Science Certificate,Manufacturing,Financial Analyst,Data Analyst
B.Tech,Electrical,8.334359509833742,no,0,"C, Embedded Systems, Circuit Design",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
MBA,Physics,10.0,no,6,"Matlab, Statistics, Simulations, C++",Data Science Certificate,IT,Business Analyst,Data Analyst
MBA,Management,9.74,yes,7,"Excel, SQL, Business Intelligence, PowerBI",AWS Certified,Manufacturing,Business Analyst,Data Analyst
B.Tech,Civil Engineering,5.42,no,4,"AutoCAD, STAAD Pro, Construction Management",AWS Certified,Finance,Civil Engineer,Civil Engineer
M.Tech,Mechanical,9.25148697566571,yes,10,"AutoCAD, MATLAB",AWS Certified,Education,Design Engineer,Software Engineer
MBA,Finance,6.065054871142846,yes,2,"Financial Modeling, SQL, Excel, Accounting, Risk Analysis",Six Sigma,Finance,Investment Analyst,Data Analyst
M.Tech,Mechanical,7.623918737416556,no,1,"Thermodynamics, MATLAB",AWS Certified,Research,Mechanical Engineer,Mechanical Engineer
Diploma,Civil,8.294381218006036,yes,12,"C++, Excel, Thermodynamics, SQL, Data Analysis, Embedded Systems",AWS Certified Solutions Architect,Manufacturing,Civil Engineer,Civil Engineer
BA,History,8.39737597858563,yes,1,"Data Analysis, SolidWorks, Java, Embedded Systems, Circuit Design",PMP,Education,Lecturer,Academia
MBA,Finance,5.193832679528431,yes,11,"Circuit Design, AutoCAD, Statistics",Six Sigma,Finance,Financial Analyst,Data Analyst
M.Tech,Civil Engineering,5.87,yes,5,"AutoCAD, STAAD Pro, Construction Management",AWS Certified Solutions Architect,Core Engineering,Civil Engineer,Civil Engineer
MBBS,Medicine,9.416247714705149,yes,9,"Thermodynamics, SolidWorks, Data Analysis, Financial Modeling, Python",PMP,Healthcare,Doctor,Healthcare
MBA,Human Resources,7.4920679984351874,yes,13,"Circuit Design, Embedded Systems, SolidWorks, Financial Modeling, Statistics",AWS Certified Solutions Architect,Finance,Business Analyst,Data Analyst
MBBS,Medicine,6.977126149716602,yes,10,"MATLAB, Risk Analysis, Thermodynamics, VHDL",Teaching License,Healthcare,Doctor,Healthcare
B.Tech,Civil Engineering,7.65,yes,4,"AutoCAD, STAAD Pro, Construction Management",AI Specialist,IT,Civil Engineer,Civil Engineer
Diploma,Computer Science,6.12,yes,4,"Java, Python, SQL, React, Node.js",Six Sigma,Manufacturing,Software Engineer,Software Engineer
B.Sc,Mathematics,6.832798172135624,yes,11,"SQL, Data Analysis, Accounting, Embedded Systems, VHDL",AWS Certified Solutions Architect,Research,Lecturer,Academia
Diploma,Mechanical,6.099795138944621,yes,13,"MATLAB, Python, C, SolidWorks",Cybersecurity Certified,Manufacturing,Design Engineer,Software Engineer
M.Tech,Computer Science,5.995247020356697,yes,9,"R, AutoCAD, VHDL, Risk Analysis, SolidWorks, SQL",Data Science Certificate,Core Engineering,Software Engineer,Software Engineer
B.Sc,Chemistry,9.38800868341614,yes,11,"Python, Excel, Statistics, Embedded Systems, Accounting, Java",PMP,Research,Research Scientist,Data Scientist
B.Tech,Mechanical,5.78,yes,3,"SolidWorks, Thermodynamics, MATLAB",Medical Board Certified,IT,Design Engineer,Software Engineer
M.Tech,Computer Science,7.094151808313378,yes,10,"Excel, VHDL, Financial Modeling, Python, Statistics",PMP,Core Engineering,Software Engineer,Software Engineer
MBBS,Medicine,6.58984779552543,yes,4,"Circuit Design, Python, VHDL",PMP,Healthcare,Doctor,Healthcare
Diploma,Civil Engineering,8.91,yes,7,"AutoCAD, STAAD Pro, Construction Management",PMP,Manufacturing,Civil Engineer,Civil Engineer
M.Tech,Computer Science,9.635834779899282,no,0,"Risk Analysis, Thermodynamics, Java, Circuit Design",PMP,Core Engineering,Software Engineer,Software Engineer
MBA,Marketing,6.174842511670167,yes,5,"Risk Analysis, Thermodynamics, C, Embedded Systems, Econometrics",AI Specialist,Finance,Business Analyst,Data Analyst
M.Tech,Mechanical,9.52510889755326,yes,14,"Accounting, C, MATLAB",PMP,Core Engineering,Mechanical Engineer,Mechanical Engineer
B.Ed,Education,7.745897071117734,yes,4,"Python, Financial Modeling, SolidWorks, Excel, AutoCAD",Medical Board Certified,Education,Teacher,Academia
BA,History,7.012943291613387,yes,2,"Excel, Circuit Design, SQL, Financial Modeling, Risk Analysis, C++",Teaching License,Education,Lecturer,Academia
M.Sc,Mathematics,9.61836619199472,yes,9,"Embedded Systems, C, AutoCAD, C++, SQL, Econometrics",AWS Certified Solutions Architect,Research,Research Scientist,Data Scientist
B.Sc,Mathematics,6.282811721806535,yes,13,"C++, Econometrics, C, Java, MATLAB, Circuit Design",Teaching License,Research,Lecturer,Academia
M.Tech,Mechanical,8.779410756760958,yes,8,"VHDL, SQL, Excel",PMP,Core Engineering,Mechanical Engineer,Mechanical Engineer
